"gene","GO_Description"
"evm.TU.Ap11.623","BTB/POZ domain-containing protein 6 OS=Mus musculus GN=Btbd6 PE=2 SV=2"
"evm.TU.Ap11.624","BTB/POZ domain-containing protein 6 OS=Mus musculus GN=Btbd6 PE=2 SV=2"
"evm.TU.Ap11.625","BTB/POZ domain-containing protein 6-B OS=Danio rerio GN=btbd6b PE=2 SV=1"
"evm.TU.Ap11.626","BTB/POZ domain-containing protein 6 OS=Mus musculus GN=Btbd6 PE=2 SV=2"
"evm.TU.Ap11.627","BTB/POZ domain-containing protein 6 OS=Mus musculus GN=Btbd6 PE=2 SV=2"
"evm.TU.Ap11.628","BTB/POZ domain-containing protein 6 OS=Homo sapiens GN=BTBD6 PE=1 SV=3"
"evm.TU.Ap11.629","BTB/POZ domain-containing protein 6 OS=Homo sapiens GN=BTBD6 PE=1 SV=3"
"evm.TU.Ap11.198",NA
"evm.TU.Ap11.199","Melanocortin receptor 4 OS=Danio rerio GN=mc4r PE=1 SV=1"
"evm.TU.Ap11.192",NA
"evm.TU.Ap11.190",NA
"evm.TU.Ap11.191","Armadillo repeat-containing protein 4 OS=Mus musculus GN=Armc4 PE=1 SV=1"
"evm.TU.Ap11.196",NA
"evm.TU.Ap11.197","Protein ALP1-like OS=Arabidopsis thaliana GN=At3g55350 PE=2 SV=1"
"evm.TU.Ap11.194","Protein ALP1-like OS=Arabidopsis thaliana GN=At3g55350 PE=2 SV=1"
"evm.TU.Ap11.1129","Frizzled-5 OS=Rattus norvegicus GN=Fzd5 PE=2 SV=1"
"evm.TU.Ap11.1128","Frizzled-8 OS=Rattus norvegicus GN=Fzd8 PE=2 SV=1"
"evm.TU.Ap11.1125","Protein DBF4 homolog B OS=Xenopus laevis GN=dbf4b PE=1 SV=1"
"evm.TU.Ap11.1124","Transposon Ty3-G Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-G PE=1 SV=3"
"evm.TU.Ap11.1127","Retrovirus-related Pol polyprotein from type-1 retrotransposable element R1 2 (Fragment) OS=Nasonia vitripennis PE=3 SV=1"
"evm.TU.Ap11.1126",NA
"evm.TU.Ap11.1121",NA
"evm.TU.Ap11.1120",NA
"evm.TU.Ap11.1123","Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1"
"evm.TU.Ap11.1122",NA
"evm.TU.Ap11.124_evm.TU.Ap11.120","Neuroglobin OS=Danio rerio GN=ngb PE=1 SV=1"
"evm.TU.Ap11.124_evm.TU.Ap11.120.1.5f1685ae","Neuroglobin OS=Danio rerio GN=ngb PE=1 SV=1"
"evm.TU.Ap11.1329","Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1"
"evm.TU.Ap11.1328","Polyprotein P3 OS=Commelina yellow mottle virus PE=3 SV=2"
"evm.TU.Ap11.1327","Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1"
"evm.TU.Ap11.1326","Kelch-like protein 20 OS=Rattus norvegicus GN=Klhl20 PE=3 SV=1"
"evm.TU.Ap11.1325","Tripartite motif-containing protein 45 OS=Homo sapiens GN=TRIM45 PE=1 SV=2"
"evm.TU.Ap11.1324",NA
"evm.TU.Ap11.1323","Tripartite motif-containing protein 3 OS=Homo sapiens GN=TRIM3 PE=1 SV=2"
"evm.TU.Ap11.1322","Tripartite motif-containing protein 2 OS=Mus musculus GN=Trim2 PE=1 SV=1"
"evm.TU.Ap11.1321","Protein TSS OS=Arabidopsis thaliana GN=TSS PE=1 SV=1"
"evm.TU.Ap11.1320","Tripartite motif-containing protein 45 OS=Bos taurus GN=TRIM45 PE=2 SV=1"
"evm.TU.Ap11.1495","Myoblast growth factor receptor egl-15 OS=Caenorhabditis elegans GN=egl-15 PE=1 SV=1"
"evm.TU.Ap11.1494",NA
"evm.TU.Ap11.1497.1.5f15de07","Solute carrier family 15 member 2 OS=Mus musculus GN=Slc15a2 PE=1 SV=1"
"evm.TU.Ap11.1497","Solute carrier family 15 member 2 OS=Rattus norvegicus GN=Slc15a2 PE=1 SV=1"
"evm.TU.Ap11.1496","Fibroblast growth factor receptor 1 OS=Xenopus laevis GN=fgfr1 PE=1 SV=1"
"evm.TU.Ap11.1491",NA
"evm.TU.Ap11.1490","Glycogen-binding subunit 76A OS=Drosophila melanogaster GN=Gbs-76A PE=1 SV=1"
"evm.TU.Ap11.1493","C-type lectin domain family 4 member C OS=Homo sapiens GN=CLEC4C PE=1 SV=1"
"evm.TU.Ap11.1492","Protein phosphatase 1 regulatory subunit 3D OS=Homo sapiens GN=PPP1R3D PE=1 SV=1"
"evm.TU.Ap11.1499","Neuropeptide Y receptor type 1 OS=Cavia porcellus GN=NPY1R PE=3 SV=1"
"evm.TU.Ap11.1498.1.5f15de0a","Transcription initiation factor TFIID subunit 5 OS=Homo sapiens GN=TAF5 PE=1 SV=3"
"evm.TU.Ap11.1498","Transcription initiation factor TFIID subunit 5 OS=Homo sapiens GN=TAF5 PE=1 SV=3"
"evm.TU.Ap11.1868",NA
"evm.TU.Ap11.1869",NA
"evm.TU.Ap11.1864","Homeobox protein goosecoid OS=Drosophila melanogaster GN=Gsc PE=2 SV=2"
"evm.TU.Ap11.1865","Monocarboxylate transporter 10 OS=Danio rerio GN=slc16a10 PE=2 SV=1"
"evm.TU.Ap11.1866","Zinc finger protein 106 OS=Homo sapiens GN=ZNF106 PE=1 SV=1"
"evm.TU.Ap11.1867","Adenosine receptor A2b OS=Gallus gallus GN=ADORA2B PE=2 SV=1"
"evm.TU.Ap11.1860","Homeobox protein OTX1 B OS=Danio rerio GN=otx1b PE=2 SV=1"
"evm.TU.Ap11.1861","Homeobox protein otx5-B OS=Xenopus laevis GN=otx5-b PE=2 SV=1"
"evm.TU.Ap11.1862","Homeobox protein OTX1 OS=Rattus norvegicus GN=Otx1 PE=2 SV=1"
"evm.TU.Ap11.1863","PHD finger protein 10 OS=Homo sapiens GN=PHF10 PE=1 SV=3"
"evm.TU.Ap11.930","Armadillo repeat-containing protein 8 OS=Mus musculus GN=Armc8 PE=1 SV=2"
"evm.TU.Ap11.931","Multifunctional methyltransferase subunit TRM112-like protein OS=Mus musculus GN=Trmt112 PE=1 SV=1"
"evm.TU.Ap11.932",NA
"evm.TU.Ap11.933",NA
"evm.TU.Ap11.934",NA
"evm.TU.Ap11.935",NA
"evm.TU.Ap11.936",NA
"evm.TU.Ap11.937",NA
"evm.TU.Ap11.938","Peroxinectin A OS=Dictyostelium discoideum GN=poxA PE=2 SV=1"
"evm.TU.Ap11.939",NA
"evm.TU.Ap11.1510","Pyroglutamylated RFamide peptide receptor OS=Homo sapiens GN=QRFPR PE=2 SV=2"
"evm.TU.Ap11.1511","D site-binding protein OS=Homo sapiens GN=DBP PE=1 SV=1"
"evm.TU.Ap11.1512",NA
"evm.TU.Ap11.1513","D site-binding protein OS=Mus musculus GN=Dbp PE=1 SV=2"
"evm.TU.Ap11.1514","Tubulin polyglutamylase complex subunit 1 OS=Mus musculus GN=Tpgs1 PE=1 SV=1"
"evm.TU.Ap11.1515","Angio-associated migratory cell protein OS=Bos taurus GN=AAMP PE=2 SV=1"
"evm.TU.Ap11.1516","Suppressor of cytokine signaling 4 OS=Bos taurus GN=SOCS4 PE=2 SV=1"
"evm.TU.Ap11.1518","Protein lin-52 homolog OS=Pongo abelii GN=LIN52 PE=3 SV=1"
"evm.TU.Ap11.1519","Outer dense fiber protein 3 OS=Xenopus laevis GN=odf3 PE=2 SV=1"
"evm.TU.Ap11.208","N-acetylglutamate synthase, mitochondrial OS=Homo sapiens GN=NAGS PE=1 SV=1"
"evm.TU.Ap11.206","Triple functional domain protein OS=Danio rerio GN=trio PE=3 SV=1"
"evm.TU.Ap11.207","Carbamoyl-phosphate synthase [ammonia], mitochondrial OS=Lithobates catesbeiana PE=2 SV=1"
"evm.TU.Ap11.204","E3 ubiquitin-protein ligase TRIM71 OS=Bos taurus GN=TRIM71 PE=3 SV=2"
"evm.TU.Ap11.205.1.5f15dbbf","Triple functional domain protein OS=Rattus norvegicus GN=Trio PE=1 SV=4"
"evm.TU.Ap11.205","Triple functional domain protein OS=Rattus norvegicus GN=Trio PE=1 SV=4"
"evm.TU.Ap11.202",NA
"evm.TU.Ap11.203",NA
"evm.TU.Ap11.200","Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Macaca fascicularis GN=NGLY1 PE=2 SV=1"
"evm.TU.Ap11.201","Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Mus musculus GN=Ngly1 PE=1 SV=2"
"evm.TU.Ap11.761",NA
"evm.TU.Ap11.760",NA
"evm.TU.Ap11.762",NA
"evm.TU.Ap11.765",NA
"evm.TU.Ap11.764",NA
"evm.TU.Ap11.767",NA
"evm.TU.Ap11.1701","BTB/POZ domain-containing protein 6 OS=Xenopus tropicalis GN=btbd6 PE=2 SV=2"
"evm.TU.Ap11.1700","BTB/POZ domain-containing protein 6 OS=Mus musculus GN=Btbd6 PE=2 SV=2"
"evm.TU.Ap11.1703","DIS3-like exonuclease 2 OS=Xenopus tropicalis GN=dis3l2 PE=2 SV=2"
"evm.TU.Ap11.1702","Protein phosphatase 1 regulatory subunit 21 OS=Homo sapiens GN=PPP1R21 PE=1 SV=1"
"evm.TU.Ap11.1705","Tetratricopeptide repeat protein 13 OS=Homo sapiens GN=TTC13 PE=2 SV=3"
"evm.TU.Ap11.1704","Intraflagellar transport protein 43 homolog OS=Canis lupus familiaris GN=IFT43 PE=3 SV=1"
"evm.TU.Ap11.1707","Syntaxin-17 OS=Homo sapiens GN=STX17 PE=1 SV=2"
"evm.TU.Ap11.1706","Numb-like protein OS=Rattus norvegicus GN=Numbl PE=1 SV=1"
"evm.TU.Ap11.1709","Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 OS=Bos taurus GN=POMGNT1 PE=2 SV=1"
"evm.TU.Ap11.1708",NA
"evm.TU.Ap11.1517","Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Rattus norvegicus GN=Aldh6a1 PE=1 SV=1"
"evm.TU.Ap11.209","Centromere/kinetochore protein zw10 homolog OS=Homo sapiens GN=ZW10 PE=1 SV=3"
"evm.TU.Ap11.518",NA
"evm.TU.Ap11.519","Trace amine-associated receptor 1 OS=Macaca mulatta GN=TAAR1 PE=3 SV=1"
"evm.TU.Ap11.516","Melanocortin receptor 5 OS=Pan troglodytes GN=MC5R PE=3 SV=1"
"evm.TU.Ap11.517","Alpha-2A adrenergic receptor OS=Homo sapiens GN=ADRA2A PE=1 SV=3"
"evm.TU.Ap11.514",NA
"evm.TU.Ap11.515","Alpha-2B adrenergic receptor OS=Homo sapiens GN=ADRA2B PE=1 SV=4"
"evm.TU.Ap11.512",NA
"evm.TU.Ap11.513","Gag-Pol polyprotein OS=Simian immunodeficiency virus agm.vervet (isolate AGM3) GN=gag-pol PE=3 SV=2"
"evm.TU.Ap11.510","Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A OS=Mus musculus GN=Mgat5 PE=2 SV=1"
"evm.TU.Ap11.511","Alpha-2B adrenergic receptor OS=Homo sapiens GN=ADRA2B PE=1 SV=4"
"evm.TU.Ap11.1619",NA
"evm.TU.Ap11.1618","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2"
"evm.TU.Ap11.1617","Homeobox protein Nkx-2.2a OS=Danio rerio GN=nkx2.2a PE=2 SV=1"
"evm.TU.Ap11.1616","Homeobox protein Nkx-2.2 OS=Mus musculus GN=Nkx2-2 PE=1 SV=2"
"evm.TU.Ap11.286",NA
"evm.TU.Ap11.287",NA
"evm.TU.Ap11.284","Histamine H2 receptor OS=Mus musculus GN=Hrh2 PE=2 SV=2"
"evm.TU.Ap11.285","Melanocortin receptor 3 OS=Homo sapiens GN=MC3R PE=1 SV=3"
"evm.TU.Ap11.282","Growth hormone secretagogue receptor type 1 OS=Sus scrofa GN=GHSR PE=2 SV=1"
"evm.TU.Ap11.283","Beta-3 adrenergic receptor OS=Mus musculus GN=Adrb3 PE=2 SV=2"
"evm.TU.Ap11.280",NA
"evm.TU.Ap11.281","Beta-1 adrenergic receptor OS=Canis lupus familiaris GN=ADRB1 PE=3 SV=1"
"evm.TU.Ap11.288","Melanocortin receptor 4 OS=Danio rerio GN=mc4r PE=1 SV=1"
"evm.TU.Ap11.289","Beta-4C adrenergic receptor OS=Meleagris gallopavo GN=ADRB4C PE=2 SV=1"
"evm.TU.Ap11.1909","DnaJ homolog subfamily C member 22 OS=Xenopus tropicalis GN=dnajc22 PE=2 SV=1"
"evm.TU.Ap11.1908","Peroxisome assembly protein 12 OS=Mus musculus GN=Pex12 PE=1 SV=1"
"evm.TU.Ap11.1907","DnaJ homolog subfamily C member 27 OS=Danio rerio GN=dnajc27 PE=2 SV=1"
"evm.TU.Ap11.1906","Protein FAM133B OS=Homo sapiens GN=FAM133B PE=1 SV=1"
"evm.TU.Ap11.1905",NA
"evm.TU.Ap11.1904","SH3 domain-containing protein Dlish OS=Drosophila melanogaster GN=Dlish PE=1 SV=1"
"evm.TU.Ap11.1903","L-glutamine:2-deoxy-scyllo-inosose aminotransferase OS=Bacillus circulans GN=btrR PE=1 SV=1"
"evm.TU.Ap11.1902","Cilia- and flagella-associated protein 65 OS=Gallus gallus GN=CFAP65 PE=2 SV=2"
"evm.TU.Ap11.1902.1.5f15df62","Cilia- and flagella-associated protein 65 OS=Gallus gallus GN=CFAP65 PE=2 SV=2"
"evm.TU.Ap11.1901","Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide OS=Homo sapiens GN=DAPP1 PE=1 SV=1"
"evm.TU.Ap11.1900","F-box only protein 48 OS=Homo sapiens GN=FBXO48 PE=1 SV=1"
"evm.TU.Ap11.1011",NA
"evm.TU.Ap11.1010",NA
"evm.TU.Ap11.1013",NA
"evm.TU.Ap11.1012",NA
"evm.TU.Ap11.1015","LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1"
"evm.TU.Ap11.1014",NA
"evm.TU.Ap11.1017",NA
"evm.TU.Ap11.1016",NA
"evm.TU.Ap11.1019","DNA primase small subunit OS=Mus musculus GN=Prim1 PE=1 SV=1"
"evm.TU.Ap11.1018",NA
"evm.TU.Ap11.1253","Histamine H2 receptor OS=Mus musculus GN=Hrh2 PE=2 SV=2"
"evm.TU.Ap11.1252",NA
"evm.TU.Ap11.1251",NA
"evm.TU.Ap11.1250",NA
"evm.TU.Ap11.1257","Proto-oncogene tyrosine-protein kinase receptor Ret OS=Mus musculus GN=Ret PE=1 SV=2"
"evm.TU.Ap11.1256",NA
"evm.TU.Ap11.1255",NA
"evm.TU.Ap11.1254","Proto-oncogene tyrosine-protein kinase receptor Ret OS=Homo sapiens GN=RET PE=1 SV=3"
"evm.TU.Ap11.1259",NA
"evm.TU.Ap11.1258",NA
"evm.TU.Ap11.1785","Mannose-1-phosphate guanyltransferase alpha-A OS=Danio rerio GN=gmppaa PE=2 SV=1"
"evm.TU.Ap11.1784","Proliferation-associated protein 2G4 OS=Rattus norvegicus GN=Pa2g4 PE=1 SV=1"
"evm.TU.Ap11.1786","Galanin receptor type 2 OS=Rattus norvegicus GN=Galr2 PE=2 SV=1"
"evm.TU.Ap11.129","Ice nucleation protein OS=Pseudomonas syringae GN=inaK PE=3 SV=1"
"evm.TU.Ap11.128","Ice nucleation protein OS=Pseudomonas syringae GN=inaK PE=3 SV=1"
"evm.TU.Ap11.123","Caspase-8 OS=Rattus norvegicus GN=Casp8 PE=1 SV=1"
"evm.TU.Ap11.122","Caspase-8 OS=Rattus norvegicus GN=Casp8 PE=1 SV=1"
"evm.TU.Ap11.121",NA
"evm.TU.Ap11.127","Neuroglobin OS=Danio rerio GN=ngb PE=1 SV=1"
"evm.TU.Ap11.126","Neuroglobin OS=Tetraodon nigroviridis GN=ngb PE=2 SV=1"
"evm.TU.Ap11.125","Neuroglobin OS=Danio rerio GN=ngb PE=1 SV=1"
"evm.TU.Ap11.435",NA
"evm.TU.Ap11.828","5-hydroxytryptamine receptor 1B OS=Felis catus GN=HTR1B PE=2 SV=1"
"evm.TU.Ap11.829","Leucine-rich PPR motif-containing protein, mitochondrial OS=Xenopus tropicalis GN=lrpprc PE=2 SV=1"
"evm.TU.Ap11.826","Coagulation factor V OS=Sus scrofa GN=F5 PE=2 SV=1"
"evm.TU.Ap11.827",NA
"evm.TU.Ap11.824","Discoidin, CUB and LCCL domain-containing protein 2 OS=Mus musculus GN=Dcbld2 PE=1 SV=1"
"evm.TU.Ap11.825",NA
"evm.TU.Ap11.822","Discoidin, CUB and LCCL domain-containing protein 2 OS=Rattus norvegicus GN=Dcbld2 PE=2 SV=1"
"evm.TU.Ap11.823","Multiple epidermal growth factor-like domains protein 6 OS=Rattus norvegicus GN=Megf6 PE=1 SV=1"
"evm.TU.Ap11.820","Lactadherin OS=Sus scrofa GN=MFGE8 PE=1 SV=2"
"evm.TU.Ap11.821","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Homo sapiens GN=EDIL3 PE=1 SV=1"
"evm.TU.Ap11.437","Adrenocorticotropic hormone receptor OS=Homo sapiens GN=MC2R PE=1 SV=1"
"evm.TU.Ap11.436","Beta-2 adrenergic receptor OS=Tscherskia triton GN=ADRB2 PE=2 SV=1"
"evm.TU.Ap11.431","Sphingosine 1-phosphate receptor 2 OS=Danio rerio GN=s1pr2 PE=1 SV=1"
"evm.TU.Ap11.430","Sphingosine 1-phosphate receptor 2 OS=Danio rerio GN=s1pr2 PE=1 SV=1"
"evm.TU.Ap11.433",NA
"evm.TU.Ap11.90","von Willebrand factor A domain-containing protein 7 OS=Homo sapiens GN=VWA7 PE=2 SV=4"
"evm.TU.Ap11.91","Low-density lipoprotein receptor-related protein 4 OS=Homo sapiens GN=LRP4 PE=1 SV=4"
"evm.TU.Ap11.92","Low-density lipoprotein receptor-related protein 4 OS=Rattus norvegicus GN=Lrp4 PE=1 SV=2"
"evm.TU.Ap11.93","Neuronal acetylcholine receptor subunit alpha-10 OS=Gallus gallus GN=CHRNA10 PE=3 SV=1"
"evm.TU.Ap11.94",NA
"evm.TU.Ap11.95",NA
"evm.TU.Ap11.96","Uncharacterized protein C7orf57 homolog OS=Rattus norvegicus PE=2 SV=1"
"evm.TU.Ap11.97","Serine/threonine-protein kinase Nek2 OS=Homo sapiens GN=NEK2 PE=1 SV=1"
"evm.TU.Ap11.1424","Latrophilin Cirl OS=Drosophila mojavensis GN=Cirl PE=3 SV=1"
"evm.TU.Ap11.1425","Pyroglutamylated RFamide peptide receptor OS=Homo sapiens GN=QRFPR PE=2 SV=2"
"evm.TU.Ap11.1426","Nuclear receptor subfamily 2 group E member 1 OS=Oryzias latipes GN=nr2e1 PE=2 SV=1"
"evm.TU.Ap11.1427","Neurogenic differentiation factor 1 OS=Mesocricetus auratus GN=NEUROD1 PE=1 SV=2"
"evm.TU.Ap11.1420","Aggrecan core protein OS=Canis lupus familiaris GN=ACAN PE=2 SV=2"
"evm.TU.Ap11.1421","Protein PTHB1 OS=Xenopus laevis GN=bbs9 PE=2 SV=1"
"evm.TU.Ap11.1422","BMP-binding endothelial regulator protein OS=Mus musculus GN=Bmper PE=1 SV=1"
"evm.TU.Ap11.1423",NA
"evm.TU.Ap11.1428",NA
"evm.TU.Ap11.1429",NA
"evm.TU.Ap11.598","Adhesion G protein-coupled receptor L3 OS=Homo sapiens GN=ADGRL3 PE=1 SV=2"
"evm.TU.Ap11.599","Mitogen-activated protein kinase kinase kinase 12 OS=Homo sapiens GN=MAP3K12 PE=1 SV=2"
"evm.TU.Ap11.78","E3 ubiquitin-protein ligase DZIP3 OS=Homo sapiens GN=DZIP3 PE=1 SV=2"
"evm.TU.Ap11.79","Anion exchange protein 2 OS=Mus musculus GN=Slc4a2 PE=1 SV=1"
"evm.TU.Ap11.1472","Aryl hydrocarbon receptor OS=Delphinapterus leucas GN=AHR PE=2 SV=1"
"evm.TU.Ap11.1477",NA
"evm.TU.Ap11.1474","Spectrin beta chain, non-erythrocytic 5 OS=Homo sapiens GN=SPTBN5 PE=1 SV=2"
"evm.TU.Ap11.419","Tenascin-R OS=Gallus gallus GN=TNR PE=1 SV=1"
"evm.TU.Ap11.418","Phosphatidylinositol N-acetylglucosaminyltransferase subunit A OS=Homo sapiens GN=PIGA PE=1 SV=1"
"evm.TU.Ap11.413","Cyclic GMP-AMP synthase OS=Nematostella vectensis GN=v1g211400 PE=1 SV=1"
"evm.TU.Ap11.412","Multidrug resistance-associated protein 4 OS=Homo sapiens GN=ABCC4 PE=1 SV=3"
"evm.TU.Ap11.411","Tetratricopeptide repeat protein 28 OS=Mus musculus GN=Ttc28 PE=1 SV=3"
"evm.TU.Ap11.410","Tetratricopeptide repeat protein 28 OS=Mus musculus GN=Ttc28 PE=1 SV=3"
"evm.TU.Ap11.417","Beta-1,4-galactosyltransferase 1 OS=Bos taurus GN=B4GALT1 PE=1 SV=3"
"evm.TU.Ap11.416","Beta-1,4-galactosyltransferase 1 OS=Mus musculus GN=B4galt1 PE=1 SV=1"
"evm.TU.Ap11.415","Ubiquitin-conjugating enzyme E2 G2 OS=Homo sapiens GN=UBE2G2 PE=1 SV=1"
"evm.TU.Ap11.414","U6 snRNA-associated Sm-like protein LSm5 OS=Mus musculus GN=Lsm5 PE=3 SV=2"
"evm.TU.Ap11.1099","NEDD8 ultimate buster 1 OS=Homo sapiens GN=NUB1 PE=1 SV=2"
"evm.TU.Ap11.1098","Tubulin delta chain OS=Mus musculus GN=Tubd1 PE=2 SV=1"
"evm.TU.Ap11.1091",NA
"evm.TU.Ap11.1090",NA
"evm.TU.Ap11.1093","CD63 antigen OS=Rattus norvegicus GN=Cd63 PE=1 SV=2"
"evm.TU.Ap11.1092","Probable G-protein coupled receptor 45 OS=Homo sapiens GN=GPR45 PE=2 SV=2"
"evm.TU.Ap11.1095","Malignant fibrous histiocytoma-amplified sequence 1 homolog OS=Xenopus tropicalis GN=mfhas1 PE=2 SV=1"
"evm.TU.Ap11.1094","T-complex-associated testis-expressed protein 1 OS=Homo sapiens GN=TCTE1 PE=2 SV=1"
"evm.TU.Ap11.1097","Protein phosphatase 2C-like domain-containing protein 1 OS=Homo sapiens GN=PP2D1 PE=2 SV=2"
"evm.TU.Ap11.1096","Deoxyribodipyrimidine photo-lyase OS=Potorous tridactylus GN=PHR PE=2 SV=1"
"evm.TU.Ap11.707","Mucin-like protein (Fragment) OS=Acropora millepora PE=1 SV=1"
"evm.TU.Ap11.706",NA
"evm.TU.Ap11.658","DnaJ homolog subfamily C member 13 OS=Homo sapiens GN=DNAJC13 PE=1 SV=5"
"evm.TU.Ap11.651","LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1"
"evm.TU.Ap11.650","D-inositol 3-phosphate glycosyltransferase 1 OS=Catenulispora acidiphila (strain DSM 44928 / NRRL B-24433 / NBRC 102108 / JCM 14897) GN=mshA1 PE=3 SV=1"
"evm.TU.Ap11.653","U4/U6.U5 tri-snRNP-associated protein 1 OS=Rattus norvegicus GN=Sart1 PE=1 SV=1"
"evm.TU.Ap11.652",NA
"evm.TU.Ap11.655","E3 ubiquitin-protein ligase DZIP3 OS=Mus musculus GN=Dzip3 PE=1 SV=2"
"evm.TU.Ap11.654","E3 ubiquitin-protein ligase TRIM71 OS=Danio rerio GN=trim71 PE=2 SV=1"
"evm.TU.Ap11.657",NA
"evm.TU.Ap11.656","DnaJ homolog subfamily C member 13 OS=Homo sapiens GN=DNAJC13 PE=1 SV=5"
"evm.TU.Ap11.1161","Zinc finger CCCH domain-containing protein 14 OS=Danio rerio GN=zc3h14 PE=2 SV=1"
"evm.TU.Ap11.1163",NA
"evm.TU.Ap11.1116",NA
"evm.TU.Ap11.1111",NA
"evm.TU.Ap11.1166",NA
"evm.TU.Ap11.71",NA
"evm.TU.Ap11.76","Voltage-dependent L-type calcium channel subunit beta-2 OS=Homo sapiens GN=CACNB2 PE=1 SV=3"
"evm.TU.Ap11.74","Apolipoprotein L3 OS=Homo sapiens GN=APOL3 PE=1 SV=3"
"evm.TU.Ap11.75","26S proteasome non-ATPase regulatory subunit 7 OS=Drosophila melanogaster GN=Rpn8 PE=1 SV=6"
"evm.TU.Ap11.1356",NA
"evm.TU.Ap11.1357",NA
"evm.TU.Ap11.1354",NA
"evm.TU.Ap11.1355","Histidine N-acetyltransferase OS=Xenopus tropicalis GN=hisat PE=2 SV=1"
"evm.TU.Ap11.1352","Histidine N-acetyltransferase OS=Xenopus tropicalis GN=hisat PE=2 SV=1"
"evm.TU.Ap11.1353","Demethylmenaquinone methyltransferase OS=Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831) GN=menG PE=3 SV=1"
"evm.TU.Ap11.1350","Histidine N-acetyltransferase OS=Scomber australasicus GN=hisat PE=1 SV=1"
"evm.TU.Ap11.1351","Histidine N-acetyltransferase OS=Scomber australasicus GN=hisat PE=1 SV=1"
"evm.TU.Ap11.1358","Histidine N-acetyltransferase OS=Xenopus tropicalis GN=hisat PE=2 SV=1"
"evm.TU.Ap11.1359","Histidine N-acetyltransferase OS=Scomber australasicus GN=hisat PE=1 SV=1"
"evm.TU.Ap11.378","Neuropeptide FF receptor 2 OS=Homo sapiens GN=NPFFR2 PE=1 SV=2"
"evm.TU.Ap11.379","Melanocortin receptor 5 OS=Mus musculus GN=Mc5r PE=2 SV=1"
"evm.TU.Ap11.1833","LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1"
"evm.TU.Ap11.1832",NA
"evm.TU.Ap11.1831","Cathepsin L OS=Drosophila melanogaster GN=Cp1 PE=2 SV=2"
"evm.TU.Ap11.1830","Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1"
"evm.TU.Ap11.1837","Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Rattus norvegicus GN=Sgta PE=1 SV=1"
"evm.TU.Ap11.1836","Sel1-repeat-containing protein YbeQ OS=Escherichia coli (strain K12) GN=ybeQ PE=4 SV=2"
"evm.TU.Ap11.1835","Zinc finger protein 782 OS=Homo sapiens GN=ZNF782 PE=2 SV=1"
"evm.TU.Ap11.1834",NA
"evm.TU.Ap11.1839","Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1"
"evm.TU.Ap11.1838","Small glutamine-rich tetratricopeptide repeat-containing protein 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=sgt2 PE=3 SV=1"
"evm.TU.Ap11.1504_evm.TU.Ap11.1506","E3 ubiquitin-protein ligase TRIM71 OS=Danio rerio GN=trim71 PE=2 SV=1"
"evm.TU.Ap11.949","Gag-Pol polyprotein OS=Rous sarcoma virus (strain Prague C) GN=gag-pol PE=1 SV=2"
"evm.TU.Ap11.948",NA
"evm.TU.Ap11.941","Zinc finger FYVE domain-containing protein 21 OS=Homo sapiens GN=ZFYVE21 PE=1 SV=1"
"evm.TU.Ap11.940","Chondroitin sulfate N-acetylgalactosaminyltransferase 1 OS=Mus musculus GN=Csgalnact1 PE=2 SV=1"
"evm.TU.Ap11.943",NA
"evm.TU.Ap11.942","Bromo adjacent homology domain-containing 1 protein OS=Mus musculus GN=Bahd1 PE=1 SV=1"
"evm.TU.Ap11.945","N-alpha-acetyltransferase 20 OS=Xenopus tropicalis GN=naa20 PE=2 SV=1"
"evm.TU.Ap11.944","Actin-101 OS=Solanum tuberosum GN=AC101 PE=3 SV=1"
"evm.TU.Ap11.947","Tyrosine-protein phosphatase non-receptor type 23 (Fragment) OS=Rattus norvegicus GN=Ptpn23 PE=1 SV=2"
